// General information: 
//  MT Manager version: 2025.2.0 
//  XDA version: 2025.2.0 build 250509001 rev 1746715332 built on 2025-05-09
// Device information: 
//  DeviceId: 10B41B10
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.14.0
//  Hardware Version: 3.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
36001		8.252888	0.695464	-4.869653	0.457058	-0.381364	-0.781169	-0.188240
36002		8.038917	0.951549	-4.711441	0.457051	-0.381926	-0.780728	-0.188944
36003		7.150550	-0.186600	-4.954556	0.457366	-0.382081	-0.780432	-0.189095
36004		6.831846	-0.842603	-5.019550	0.457591	-0.382003	-0.780419	-0.188759
36005		7.155072	-0.953914	-5.061096	0.457794	-0.381710	-0.780641	-0.187941
36006		7.518936	-0.886136	-5.065823	0.457927	-0.381256	-0.781065	-0.186772
36007		8.350605	-0.634378	-4.932846	0.458066	-0.380652	-0.781555	-0.185610
36008		9.187951	0.012211	-4.653113	0.458257	-0.380100	-0.781981	-0.184473
36009		9.470774	-0.558587	-4.705608	0.458440	-0.379581	-0.782407	-0.183276
36010		9.659296	-1.211876	-5.022552	0.458563	-0.378953	-0.782920	-0.182075
36011		9.858532	-1.423450	-5.270712	0.458553	-0.378182	-0.783672	-0.180461
36012		9.408679	-1.251772	-5.346334	0.458514	-0.377573	-0.784277	-0.179202
36013		9.044473	-1.068759	-5.484577	0.458471	-0.376981	-0.784754	-0.178468
36014		8.294764	-0.865655	-5.639665	0.458486	-0.376495	-0.785038	-0.178205
36015		8.087662	0.510905	-5.124561	0.458360	-0.376051	-0.785516	-0.177358
36016		7.734483	0.539836	-5.072608	0.458371	-0.376025	-0.785525	-0.177346
36017		7.195030	-0.021253	-4.973774	0.458400	-0.376056	-0.785528	-0.177193
36018		6.556779	-0.721423	-4.948793	0.458334	-0.376055	-0.785614	-0.176983
36019		7.073594	-0.933839	-5.072600	0.458288	-0.375936	-0.785801	-0.176525
36020		7.610898	-1.020782	-5.231536	0.458212	-0.375742	-0.786071	-0.175931
36021		8.012447	-0.528433	-5.141868	0.458093	-0.375524	-0.786399	-0.175242
36022		8.208721	-0.510462	-4.874797	0.458067	-0.375264	-0.786706	-0.174486
36023		8.572925	-0.983418	-4.996197	0.458173	-0.374846	-0.787076	-0.173432
36024		9.331858	-0.702755	-4.982412	0.458285	-0.374479	-0.787411	-0.172406
36025		9.406699	-1.303385	-5.367098	0.458338	-0.374201	-0.787660	-0.171733
36026		9.306893	-1.541380	-5.428420	0.458348	-0.373855	-0.788008	-0.170858
36027		9.458632	-0.902453	-5.261730	0.458321	-0.373787	-0.788095	-0.170678
36028		8.635710	-1.196667	-5.567775	0.458314	-0.373675	-0.788182	-0.170539
36029		8.628342	-0.478358	-5.451371	0.458381	-0.373589	-0.788170	-0.170604
36030		7.951872	0.293748	-5.260825	0.458376	-0.373538	-0.788220	-0.170497
36031		7.346240	0.106336	-5.251012	0.458438	-0.373588	-0.788181	-0.170402
36032		7.364921	-0.019503	-4.940473	0.458584	-0.373606	-0.788128	-0.170218
36033		6.907956	-0.853155	-4.925969	0.458689	-0.373554	-0.788184	-0.169786
36034		7.532236	-0.947869	-4.994680	0.458772	-0.373457	-0.788310	-0.169194
36035		8.264535	-1.340339	-5.119875	0.458866	-0.373323	-0.788432	-0.168663
36036		8.666026	-0.902180	-4.802722	0.458842	-0.373260	-0.788568	-0.168229
36037		8.811639	-0.908524	-4.756204	0.458755	-0.373289	-0.788674	-0.167906
36038		8.898010	-0.882133	-4.665294	0.458651	-0.373332	-0.788785	-0.167572
36039		9.089301	-1.090280	-4.692714	0.458481	-0.373315	-0.788979	-0.167160
36040		9.084570	-1.273308	-4.783194	0.458359	-0.373270	-0.789147	-0.166804
36041		9.010201	-1.339005	-4.916648	0.458132	-0.373106	-0.789466	-0.166284
36042		9.014686	-1.385162	-4.986909	0.457945	-0.372927	-0.789746	-0.165872
36043		8.414488	-1.168360	-4.886965	0.457827	-0.372704	-0.790062	-0.165193
36044		8.303884	-1.029827	-5.201300	0.457940	-0.372601	-0.790113	-0.164863
36045		8.206228	-0.800664	-5.341554	0.458221	-0.372278	-0.790318	-0.163832
36046		7.651438	-0.490185	-5.346708	0.458544	-0.372291	-0.790229	-0.163324
36047		8.006002	0.959878	-4.871194	0.458848	-0.372216	-0.790186	-0.162851
36048		7.232108	-0.339128	-5.194205	0.459121	-0.372208	-0.790074	-0.162642
36049		7.350030	-0.337904	-5.056599	0.459402	-0.372109	-0.789996	-0.162453
36050		7.946646	-0.863143	-5.273004	0.459609	-0.372085	-0.789924	-0.162271
36051		8.643709	-1.164313	-5.281673	0.459701	-0.372220	-0.789817	-0.162223
36052		8.932043	-0.758658	-5.108399	0.459645	-0.372526	-0.789661	-0.162440
36053		8.835946	-0.689606	-5.045260	0.459555	-0.372947	-0.789440	-0.162801
36054		8.903880	-0.956705	-5.037893	0.459440	-0.373428	-0.789185	-0.163257
36055		9.124166	-0.970027	-5.042455	0.459385	-0.373813	-0.788926	-0.163782
36056		8.817415	-0.883890	-5.186007	0.459270	-0.374104	-0.788758	-0.164249
36057		8.490034	-0.743780	-5.209904	0.459103	-0.374274	-0.788695	-0.164630
36058		8.182323	-0.629228	-5.309069	0.458948	-0.374300	-0.788732	-0.164828
36059		8.010444	-0.855339	-5.553695	0.458842	-0.374148	-0.788874	-0.164788
36060		7.872820	-1.007430	-5.742233	0.458822	-0.373804	-0.789093	-0.164575
36061		7.689663	-0.542957	-5.710291	0.458884	-0.373389	-0.789302	-0.164341
36062		7.463710	-0.034811	-5.488017	0.458946	-0.373154	-0.789410	-0.164185
36063		7.437231	-0.327024	-5.403608	0.459100	-0.373052	-0.789384	-0.164110
36064		7.698743	-0.808257	-5.374330	0.459336	-0.373018	-0.789263	-0.164111
36065		8.129256	-1.045776	-5.299891	0.459450	-0.373209	-0.789063	-0.164320
36066		8.674095	-1.304173	-5.138611	0.459425	-0.373634	-0.788791	-0.164730
36067		9.002794	-1.021273	-4.964545	0.459303	-0.374223	-0.788460	-0.165315
36068		9.175620	-0.568465	-4.785910	0.459113	-0.374937	-0.788079	-0.166038
36069		9.000232	-0.786076	-4.855873	0.458942	-0.375636	-0.787727	-0.166598
36070		8.771835	-1.339358	-5.111114	0.458825	-0.376017	-0.787552	-0.166890
36071		8.548659	-1.140851	-5.135909	0.458648	-0.376137	-0.787577	-0.166991
36072		8.241682	-0.946123	-5.095433	0.458458	-0.376070	-0.787730	-0.166943
36073		7.634347	-0.980682	-5.334593	0.458340	-0.375736	-0.788002	-0.166736
36074		7.317834	-0.605352	-5.436779	0.458296	-0.375271	-0.788301	-0.166490
36075		7.196465	0.129907	-5.372536	0.458354	-0.374845	-0.788530	-0.166203
36076		7.077633	-0.443356	-5.367170	0.458581	-0.374471	-0.788666	-0.165772
36077		7.574886	-0.975895	-5.379985	0.458847	-0.374151	-0.788741	-0.165403
36078		8.215746	-0.699977	-5.246258	0.459111	-0.373948	-0.788722	-0.165217
36079		8.674603	-1.009145	-5.310046	0.459326	-0.373876	-0.788665	-0.165057
36080		8.943145	-0.947317	-5.069931	0.459497	-0.373890	-0.788566	-0.165024
36081		9.338079	-0.654911	-5.016871	0.459641	-0.373990	-0.788417	-0.165104
36082		9.564932	-0.645873	-4.858207	0.459726	-0.374171	-0.788261	-0.165207
36083		9.411605	-1.002820	-4.746389	0.459784	-0.374352	-0.788120	-0.165309
36084		9.165650	-1.008406	-4.586921	0.459776	-0.374484	-0.788030	-0.165460
36085		8.776209	-1.047103	-4.698188	0.459722	-0.374574	-0.788002	-0.165535
36086		8.353224	-1.106531	-4.772091	0.459711	-0.374483	-0.788058	-0.165507
36087		7.746700	-1.053003	-5.023092	0.459757	-0.374197	-0.788179	-0.165453
36088		7.363491	-0.588248	-5.213686	0.459869	-0.373815	-0.788308	-0.165389
36089		6.935373	-0.059040	-5.125078	0.460014	-0.373556	-0.788348	-0.165378
36090		6.868628	-0.308314	-5.177789	0.460275	-0.373403	-0.788276	-0.165342
36091		7.514168	-0.777347	-5.196611	0.460624	-0.373323	-0.788122	-0.165286
36092		8.213140	-0.835413	-5.177582	0.460905	-0.373363	-0.787908	-0.165429
36093		8.823141	-1.020030	-5.195405	0.461197	-0.373512	-0.787623	-0.165637
36094		9.047254	-0.885189	-5.156467	0.461413	-0.373722	-0.787334	-0.165937
36095		9.356660	-0.578866	-4.901526	0.461561	-0.373989	-0.787027	-0.166382
36096		9.784461	-0.565831	-4.954915	0.461779	-0.374159	-0.786737	-0.166767
36097		9.842946	-0.852074	-4.931836	0.461942	-0.374333	-0.786492	-0.167076
36098		9.747191	-0.948795	-4.704963	0.462000	-0.374513	-0.786314	-0.167348
36099		9.477150	-0.921173	-4.628090	0.462043	-0.374589	-0.786229	-0.167458
36100		8.975797	-1.041104	-4.618196	0.461978	-0.374603	-0.786270	-0.167418
36101		8.492016	-0.923695	-4.572460	0.461920	-0.374461	-0.786420	-0.167189
36102		7.493036	-1.084665	-4.741076	0.462011	-0.374105	-0.786649	-0.166661
36103		6.837877	-1.055820	-5.302197	0.462128	-0.373666	-0.786914	-0.166065
36104		6.027796	-0.547491	-5.498708	0.462297	-0.373289	-0.787097	-0.165572
36105		5.910796	0.003494	-5.407291	0.462490	-0.373084	-0.787131	-0.165335
36106		6.746691	-0.243575	-5.494910	0.462742	-0.373000	-0.787042	-0.165246
36107		7.983848	-0.854006	-5.582731	0.463073	-0.372976	-0.786861	-0.165234
36108		8.974171	-0.779353	-5.780588	0.463295	-0.373133	-0.786619	-0.165407
36109		9.199640	-1.273047	-5.865006	0.463390	-0.373366	-0.786379	-0.165757
36110		9.140285	-0.987059	-5.508469	0.463411	-0.373643	-0.786148	-0.166169
36111		9.386759	-0.811862	-5.494035	0.463375	-0.373913	-0.785954	-0.166578
36112		9.618351	-0.578354	-5.287114	0.463242	-0.374237	-0.785801	-0.166940
36113		9.357515	-0.909568	-5.040160	0.463052	-0.374533	-0.785714	-0.167212
36114		8.900307	-1.001291	-4.884182	0.462830	-0.374751	-0.785701	-0.167404
36115		8.512026	-1.072776	-4.893091	0.462625	-0.374836	-0.785769	-0.167464
36116		8.058876	-1.422193	-4.891602	0.462453	-0.374776	-0.785919	-0.167366
36117		7.632537	-1.177000	-5.010423	0.462327	-0.374540	-0.786157	-0.167129
36118		7.274651	-0.954139	-5.142607	0.462230	-0.374255	-0.786425	-0.166772
36119		7.031491	-0.658858	-5.242606	0.462157	-0.373971	-0.786675	-0.166433
36120		7.345165	-0.503528	-5.289076	0.462134	-0.373777	-0.786838	-0.166159
36121		7.801185	-0.514330	-5.238201	0.462087	-0.373725	-0.786924	-0.166002
36122		8.233502	-0.830345	-5.234844	0.461998	-0.373830	-0.786927	-0.165999
36123		8.464134	-1.041999	-5.227563	0.461812	-0.374062	-0.786889	-0.166173
36124		8.589044	-1.071179	-5.199486	0.461560	-0.374341	-0.786835	-0.166501
36125		8.519233	-1.017985	-5.141861	0.461243	-0.374673	-0.786780	-0.166891
36126		8.536592	-0.774627	-5.107501	0.460917	-0.375001	-0.786728	-0.167299
36127		8.693985	-0.635707	-5.038047	0.460642	-0.375276	-0.786681	-0.167663
36128		8.840176	-0.930194	-5.107942	0.460399	-0.375518	-0.786642	-0.167967
36129		8.879965	-0.900110	-5.075602	0.460185	-0.375672	-0.786645	-0.168197
36130		8.604905	-0.931456	-5.055098	0.460049	-0.375757	-0.786650	-0.168355
36131		8.241688	-0.924137	-5.232146	0.459991	-0.375725	-0.786678	-0.168450
36132		8.086296	-0.682622	-5.331165	0.459969	-0.375698	-0.786672	-0.168602
36133		7.981859	-0.472303	-5.260139	0.459952	-0.375696	-0.786640	-0.168805
36134		8.057544	-0.394610	-5.214294	0.459922	-0.375826	-0.786533	-0.169092
36135		8.181578	-0.624203	-5.028741	0.459895	-0.375998	-0.786392	-0.169439
36136		8.233848	-0.824678	-4.985538	0.459845	-0.376242	-0.786222	-0.169822
36137		8.384187	-0.940879	-4.966869	0.459737	-0.376546	-0.786042	-0.170275
36138		8.449684	-0.943486	-4.849433	0.459583	-0.376862	-0.785876	-0.170755
36139		8.462465	-0.651569	-4.787058	0.459412	-0.377172	-0.785724	-0.171233
36140		8.467793	-0.606009	-4.823018	0.459218	-0.377464	-0.785603	-0.171660
36141		8.662718	-0.655666	-4.807279	0.459063	-0.377733	-0.785497	-0.171971
36142		8.803577	-0.875160	-4.808555	0.458956	-0.377909	-0.785428	-0.172186
36143		8.784641	-0.798526	-4.926658	0.458850	-0.377996	-0.785413	-0.172345
36144		8.495664	-0.813014	-5.003649	0.458774	-0.378017	-0.785427	-0.172435
36145		8.143275	-0.739592	-5.054694	0.458722	-0.378003	-0.785453	-0.172487
36146		8.305023	-0.501152	-5.077272	0.458718	-0.377973	-0.785452	-0.172567
36147		8.365423	-0.477951	-5.026646	0.458719	-0.377980	-0.785423	-0.172680
36148		8.267556	-0.560898	-5.002723	0.458697	-0.378079	-0.785362	-0.172801
36149		8.269489	-0.650448	-4.988906	0.458668	-0.378196	-0.785296	-0.172921
36150		8.322301	-0.873645	-5.038255	0.458607	-0.378348	-0.785226	-0.173069
36151		8.311023	-0.793200	-5.082877	0.458545	-0.378442	-0.785181	-0.173228
36152		8.274016	-0.659048	-5.119832	0.458470	-0.378576	-0.785127	-0.173383
36153		8.276769	-0.623784	-5.113976	0.458428	-0.378666	-0.785081	-0.173505
36154		8.520779	-0.505188	-5.194580	0.458413	-0.378711	-0.785056	-0.173558
36155		8.328604	-0.703306	-5.081815	0.458409	-0.378735	-0.785054	-0.173526
36156		8.344910	-0.671694	-5.176051	0.458400	-0.378739	-0.785079	-0.173429
36157		8.359858	-1.006135	-5.290382	0.458395	-0.378702	-0.785127	-0.173303
36158		8.260556	-1.047327	-5.418459	0.458353	-0.378630	-0.785210	-0.173195
36159		7.909952	-0.950459	-5.708498	0.458360	-0.378505	-0.785261	-0.173219
36160		7.866175	-0.649092	-5.687337	0.458405	-0.378473	-0.785200	-0.173448
36161		8.123702	-0.167461	-5.516147	0.458500	-0.378563	-0.785008	-0.173868
36162		8.096183	0.002134	-5.140271	0.458619	-0.378796	-0.784723	-0.174335
36163		8.165886	-0.335651	-5.032122	0.458777	-0.379016	-0.784448	-0.174677
36164		8.383826	-0.993050	-5.086682	0.458889	-0.379225	-0.784245	-0.174840
36165		8.594374	-1.021118	-5.120361	0.458891	-0.379329	-0.784164	-0.174973
36166		8.829485	-1.046403	-5.069967	0.458574	-0.379600	-0.784143	-0.175313
36167		8.689862	-0.832842	-4.914528	0.458539	-0.379571	-0.784197	-0.175224
36168		8.640846	-0.426270	-4.818014	0.458625	-0.379433	-0.784278	-0.174934
36169		8.599356	-0.714957	-4.684556	0.458742	-0.379207	-0.784412	-0.174512
36170		8.518290	-0.834167	-4.696455	0.458764	-0.379021	-0.784584	-0.174090
36171		8.447658	-1.074928	-4.805810	0.458182	-0.379172	-0.784860	-0.174049
36172		8.358189	-0.998150	-5.004942	0.458117	-0.379025	-0.785030	-0.173769
36173		8.139121	-0.759817	-5.064977	0.457950	-0.378952	-0.785176	-0.173712
36174		8.055052	-0.620438	-5.206215	0.457774	-0.378938	-0.785251	-0.173868
36175		8.034752	-0.424284	-5.289571	0.457694	-0.378954	-0.785236	-0.174110
36176		7.918366	-0.232697	-5.205187	0.457668	-0.379066	-0.785136	-0.174384
36177		7.928639	-0.316537	-5.117688	0.457674	-0.379197	-0.785017	-0.174622
36178		8.028480	-0.445052	-5.119312	0.457617	-0.379401	-0.784897	-0.174868
36179		8.360332	-0.999552	-5.386783	0.457197	-0.379841	-0.784804	-0.175428
36180		8.305667	-0.867406	-5.284704	0.456956	-0.380069	-0.784765	-0.175733
36181		8.579394	-1.721793	-5.525184	0.456731	-0.380259	-0.784741	-0.176015
36182		8.382221	-0.967892	-5.216779	0.456710	-0.380347	-0.784688	-0.176115
36183		8.534921	-0.785144	-5.118014	0.456670	-0.380484	-0.784587	-0.176372
36184		8.563362	-0.899644	-5.065070	0.456580	-0.380719	-0.784449	-0.176713
36185		8.592339	-0.915436	-5.066710	0.456439	-0.380976	-0.784317	-0.177110
36186		8.324891	-0.948498	-5.218225	0.456208	-0.381280	-0.784190	-0.177612
36187		8.346049	-0.677168	-5.413617	0.455941	-0.381553	-0.784078	-0.178204
36188		8.376838	-0.679964	-5.458180	0.455621	-0.381846	-0.783980	-0.178826
36189		8.351532	-0.518400	-5.504831	0.455258	-0.382088	-0.783931	-0.179445
36190		8.246439	-0.250760	-5.335081	0.454866	-0.382380	-0.783877	-0.180054
36191		8.127157	-0.251885	-5.144067	0.454566	-0.382568	-0.783841	-0.180567
36192		8.256397	-0.192563	-5.012958	0.454340	-0.382736	-0.783796	-0.180976
36193		8.332879	-0.372617	-5.088111	0.454163	-0.382834	-0.783780	-0.181283
36194		8.254986	-0.620446	-4.940284	0.454031	-0.382916	-0.783754	-0.181550
36195		8.364750	-0.684746	-4.818101	0.453964	-0.382899	-0.783754	-0.181753
36196		8.501393	-0.998420	-4.883878	0.454183	-0.382720	-0.783726	-0.181706
36197		8.421387	-0.735455	-4.487934	0.454534	-0.382443	-0.783699	-0.181527
36198		8.201989	-0.440470	-4.553780	0.454731	-0.382396	-0.783579	-0.181652
36199		8.438295	-0.696758	-4.685442	0.454999	-0.382331	-0.783431	-0.181756
36200		8.404416	-0.320143	-4.436212	0.455421	-0.382173	-0.783288	-0.181647
36201		8.440451	-0.592146	-4.595996	0.455558	-0.382195	-0.783168	-0.181775
36202		8.656747	-0.577811	-4.663575	0.455724	-0.382158	-0.783084	-0.181799
36203		8.609018	-0.490392	-4.732669	0.455905	-0.382076	-0.783029	-0.181753
36204		8.634026	-0.506269	-4.846537	0.456039	-0.382019	-0.782993	-0.181695
36205		8.720057	-0.325318	-4.818825	0.456183	-0.381980	-0.782934	-0.181666
36206		8.434375	-0.484400	-4.978340	0.456354	-0.381963	-0.782849	-0.181640
36207		8.244372	-0.587895	-4.920203	0.456510	-0.381993	-0.782745	-0.181632
36208		8.424855	-0.605339	-4.908902	0.456724	-0.382057	-0.782572	-0.181704
36209		8.408307	-0.335971	-4.839304	0.456977	-0.382090	-0.782391	-0.181777
36210		8.045257	-0.481051	-4.768767	0.457304	-0.382083	-0.782208	-0.181759
36211		8.249064	-0.419819	-4.636828	0.457798	-0.381908	-0.782047	-0.181576
36212		8.521840	-0.295046	-4.774236	0.458411	-0.381502	-0.781965	-0.181236
36213		8.789109	-0.213452	-4.877206	0.459011	-0.380983	-0.781997	-0.180670
36214		9.429012	-0.419177	-4.938541	0.459660	-0.380344	-0.782124	-0.179816
36215		9.763846	-0.631290	-5.135300	0.460295	-0.379620	-0.782341	-0.178772
36216		10.143685	-0.307760	-5.119277	0.460813	-0.378862	-0.782675	-0.177581
36217		9.562554	-0.698912	-5.612662	0.461229	-0.378050	-0.783140	-0.176178
36218		8.761975	-0.909795	-5.859882	0.461424	-0.377299	-0.783707	-0.174747
36219		7.799079	-1.056483	-6.006653	0.461474	-0.376488	-0.784400	-0.173251
36220		7.371818	-0.449224	-6.194291	0.461507	-0.375603	-0.785162	-0.171624
36221		6.894330	-0.163760	-5.925681	0.461521	-0.374625	-0.786009	-0.169837
36222		6.803344	0.140164	-5.747113	0.461703	-0.373567	-0.786839	-0.167820
36223		6.477162	-0.602118	-5.614458	0.461934	-0.372579	-0.787635	-0.165627
36224		6.845965	-0.712617	-5.727894	0.462247	-0.371572	-0.788394	-0.163393
36225		6.777067	-1.630525	-6.078231	0.462573	-0.370590	-0.789108	-0.161237
36226		7.051004	-1.830229	-6.004790	0.462734	-0.369865	-0.789729	-0.159392
36227		7.417861	-1.987030	-5.877752	0.462990	-0.369202	-0.790188	-0.157903
36228		7.941073	-1.380628	-6.011556	0.463237	-0.368638	-0.790518	-0.156839
36229		8.098815	-0.766087	-5.951488	0.463431	-0.368213	-0.790727	-0.156209
36230		8.339655	-0.701565	-5.846032	0.463544	-0.367966	-0.790874	-0.155712
36231		8.316567	-1.280303	-5.991741	0.463646	-0.367791	-0.790962	-0.155371
36232		8.884735	-1.606509	-5.592800	0.463666	-0.367720	-0.791004	-0.155266
36233		8.611728	-1.216558	-5.472182	0.463569	-0.367753	-0.791031	-0.155343
36234		8.695953	-1.233446	-5.102007	0.463433	-0.367862	-0.791003	-0.155630
36235		8.974601	-0.896477	-4.862761	0.463181	-0.368111	-0.790930	-0.156164
36236		8.499480	-1.077407	-4.612188	0.462921	-0.368400	-0.790827	-0.156772
36237		8.548440	-1.035210	-4.507498	0.462597	-0.368718	-0.790745	-0.157396
36238		8.408132	-0.911453	-4.259529	0.462259	-0.369033	-0.790695	-0.157902
36239		8.412875	-0.832315	-4.298163	0.461681	-0.369318	-0.790856	-0.158117
36240		8.131198	-0.954815	-4.378402	0.461313	-0.369472	-0.790992	-0.158153
36241		8.069558	-0.959702	-4.190715	0.460844	-0.369542	-0.791303	-0.157800
36242		7.643711	-0.799133	-4.381729	0.460523	-0.369537	-0.791573	-0.157397
36243		7.767492	-0.923799	-4.343144	0.460236	-0.369504	-0.791859	-0.156870
36244		7.907822	-1.242106	-4.698900	0.460017	-0.369512	-0.792087	-0.156347
36245		8.196228	-1.217218	-4.717542	0.459823	-0.369606	-0.792257	-0.155828
36246		8.594601	-1.290234	-4.985706	0.459695	-0.369769	-0.792331	-0.155447
36247		8.608282	-1.432899	-4.919838	0.459876	-0.369772	-0.792378	-0.154662
36248		8.950912	-0.866621	-4.745500	0.460043	-0.370224	-0.792113	-0.154438
36249		8.902786	-1.826729	-5.194520	0.460340	-0.370490	-0.791878	-0.154120
36250		9.316304	-1.622485	-4.987833	0.460920	-0.370279	-0.791829	-0.153145
36251		9.414147	-0.958187	-4.906295	0.461354	-0.370384	-0.791643	-0.152545
36252		9.251451	-0.836215	-5.018309	0.461681	-0.370969	-0.791161	-0.152634
36253		8.855062	-1.701891	-5.307906	0.462097	-0.370817	-0.791147	-0.151813
36254		9.475031	0.446618	-4.453937	0.462392	-0.371163	-0.790846	-0.151638
36255		8.835436	-1.154608	-5.215714	0.462588	-0.371521	-0.790570	-0.151606
36256		8.581854	-0.776619	-4.622446	0.462788	-0.371262	-0.790648	-0.151220
36257		8.557341	-0.552681	-4.452752	0.462813	-0.371128	-0.790691	-0.151247
36258		8.683881	-0.344387	-4.364548	0.462653	-0.371327	-0.790606	-0.151691
36259		8.591112	-0.642366	-4.520545	0.462390	-0.371585	-0.790539	-0.152210
36260		8.431306	-0.547034	-4.290135	0.462088	-0.371963	-0.790422	-0.152813
36261		8.472575	-0.803172	-4.450415	0.461854	-0.372335	-0.790267	-0.153414
36262		8.651145	-1.178924	-4.862362	0.461642	-0.372665	-0.790158	-0.153810
36263		8.416503	-0.668160	-4.836410	0.461471	-0.372941	-0.790046	-0.154229
36264		8.111885	-0.858198	-5.260242	0.461226	-0.373312	-0.789900	-0.154814
36265		8.007849	-0.840039	-5.406163	0.461045	-0.373604	-0.789772	-0.155299
36266		7.838614	-1.003699	-5.592907	0.460933	-0.373812	-0.789661	-0.155695
36267		7.958294	-1.298082	-5.783941	0.460891	-0.373898	-0.789591	-0.155970
36268		7.778709	-1.453455	-5.912321	0.460902	-0.373873	-0.789565	-0.156128
36269		7.572362	-1.628635	-5.887903	0.460912	-0.373802	-0.789571	-0.156235
36270		7.713658	-0.992548	-5.623714	0.460956	-0.373685	-0.789567	-0.156410
36271		8.019152	-0.260417	-5.508893	0.460993	-0.373609	-0.789511	-0.156763
36272		8.191136	0.195680	-5.450546	0.460996	-0.373712	-0.789362	-0.157257
36273		8.295677	0.267422	-5.602862	0.461064	-0.373927	-0.789117	-0.157773
36274		7.612666	-0.330054	-5.869680	0.461170	-0.374182	-0.788848	-0.158201
36275		7.722118	-0.716994	-5.899831	0.461349	-0.374404	-0.788579	-0.158502
36276		7.281707	-1.367399	-6.093632	0.461521	-0.374508	-0.788407	-0.158609
36277		7.312137	-1.372164	-6.332041	0.461707	-0.374468	-0.788342	-0.158482
36278		7.373686	-1.099541	-6.459438	0.461864	-0.374356	-0.788335	-0.158324
36279		7.858352	-0.718877	-6.380319	0.462050	-0.374251	-0.788315	-0.158133
36280		7.746807	-0.761422	-6.403524	0.462215	-0.374196	-0.788266	-0.158021
