// General information: 
//  MT Manager version: 2025.2.0 
//  XDA version: 2025.2.0 build 250509001 rev 1746715332 built on 2025-05-09
// Device information: 
//  DeviceId: 10B41B13
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.14.0
//  Hardware Version: 3.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
36012		-2.204090	-1.140844	6.748361	0.920090	0.068823	0.073004	-0.378640
36013		-0.345431	-0.658535	10.188687	0.920041	0.067530	0.069299	-0.379686
36014		2.368614	1.650987	12.610641	0.919828	0.067226	0.066458	-0.380764
36015		4.509373	3.245576	13.245573	0.919539	0.067395	0.064568	-0.381756
36016		3.724623	4.737406	13.677838	0.919151	0.068584	0.063225	-0.382702
36017		0.952666	4.720017	13.243826	0.918806	0.069829	0.061703	-0.383551
36018		-1.632489	3.647226	11.471326	0.918580	0.070056	0.059665	-0.384373
36019		-2.719056	2.476129	9.595812	0.918411	0.069556	0.057353	-0.385219
36020		-2.826108	1.076146	8.135619	0.918212	0.068641	0.055002	-0.386198
36021		-3.225292	-0.208681	6.919724	0.917967	0.067545	0.052787	-0.387283
36022		-4.186278	-0.765549	6.343480	0.917706	0.066533	0.050264	-0.388410
36023		-5.069070	-0.576654	5.885903	0.917460	0.065359	0.046862	-0.389614
36024		-5.097748	0.204512	5.549708	0.917212	0.063815	0.042300	-0.390974
36025		-3.939513	1.584185	5.631002	0.916965	0.061590	0.037018	-0.392443
36026		-2.237319	2.583494	6.186691	0.916753	0.058112	0.031864	-0.393919
36027		-0.543427	3.226280	7.726290	0.916569	0.053863	0.027323	-0.395290
36028		1.243906	3.736341	10.656037	0.916361	0.050248	0.023525	-0.396491
36029		3.557190	4.686855	13.435487	0.916024	0.047166	0.020534	-0.397812
36030		5.877723	6.213759	14.956701	0.915426	0.044445	0.018720	-0.399586
36031		5.861304	6.864849	15.416736	0.914604	0.041886	0.018177	-0.401765
36032		3.470016	6.179645	14.271249	0.913594	0.038890	0.017882	-0.404369
36033		1.214896	4.490008	12.539843	0.912390	0.034550	0.017715	-0.407476
36034		-0.117050	1.512589	10.604310	0.911092	0.029317	0.017856	-0.410772
36035		-0.842168	-1.302735	8.871754	0.909735	0.024249	0.018043	-0.414089
36036		-1.937932	-2.579979	7.730052	0.908405	0.019398	0.018034	-0.417251
36037		-3.315391	-3.602447	6.823250	0.907085	0.014780	0.017396	-0.420328
36038		-4.488220	-3.343040	6.254673	0.905767	0.010343	0.015631	-0.423361
36039		-4.409647	-3.273460	5.549058	0.904394	0.005184	0.013174	-0.426464
36040		-3.279482	-2.793428	5.327177	0.903032	-0.000273	0.009927	-0.429458
36041		-1.167093	-2.579774	5.679582	0.901729	-0.005580	0.005887	-0.432226
36042		0.466328	-2.807260	6.701241	0.900777	-0.010055	0.001558	-0.434162
36043		1.273495	-3.509845	8.338423	0.900228	-0.012656	-0.003650	-0.435220
36044		0.946472	0.393496	11.233883	0.899853	-0.014056	-0.009289	-0.435868
36045		5.028205	-1.109304	13.451933	0.899518	-0.018210	-0.013833	-0.436285
36046		6.807825	-1.199418	14.633901	0.899082	-0.021834	-0.015251	-0.436968
36047		7.273229	-0.020289	16.230088	0.898542	-0.021749	-0.016040	-0.438055
36048		6.186897	0.485867	17.999078	0.898038	-0.018102	-0.017523	-0.439195
36049		3.856355	-0.459840	16.350690	0.897663	-0.015122	-0.017839	-0.440062
36050		1.800131	-2.716211	14.449126	0.897546	-0.012968	-0.017266	-0.440391
36051		0.572601	-4.462783	13.271128	0.897718	-0.012336	-0.015518	-0.440124
36052		-0.198075	-5.394348	12.235636	0.898106	-0.013365	-0.012930	-0.439387
36053		-1.061446	-5.603289	11.693309	0.898512	-0.015422	-0.010292	-0.438558
36054		-1.839966	-6.499402	11.049312	0.898996	-0.018290	-0.008397	-0.437494
36055		-2.251177	-8.045812	10.079359	0.899814	-0.020796	-0.008116	-0.435703
36056		-2.046152	-8.471574	9.588570	0.901145	-0.021892	-0.010322	-0.432842
36057		-1.186671	-8.445811	9.229680	0.903099	-0.022089	-0.013947	-0.428637
36058		0.479858	-7.626219	8.691174	0.905406	-0.021261	-0.018390	-0.423615
36059		2.209809	-5.506222	8.600633	0.907963	-0.019480	-0.022553	-0.417990
36060		3.813290	-2.150438	9.384073	0.910589	-0.017223	-0.024546	-0.412223
36061		5.218762	0.033670	11.762795	0.913182	-0.013999	-0.023066	-0.406658
36062		6.570156	2.309529	14.726154	0.915473	-0.009371	-0.018446	-0.401847
36063		7.925786	1.963644	15.837106	0.917445	-0.004634	-0.012829	-0.397629
36064		9.049446	-0.612778	15.135455	0.919309	0.000895	-0.007810	-0.393459
36065		6.004141	-1.799985	13.947863	0.921165	0.006850	-0.002741	-0.389102
36066		0.543118	-3.250741	11.510369	0.923233	0.012922	0.001653	-0.384020
36067		-2.872370	-2.748471	9.627625	0.925573	0.019483	0.003641	-0.378049
36068		-4.757068	-2.681238	7.340625	0.927950	0.027437	0.004337	-0.371667
36069		-6.591451	-3.018731	5.262894	0.930222	0.036882	0.004666	-0.365109
36070		-7.651681	-3.509099	4.141979	0.932250	0.045391	0.003748	-0.358937
36071		-6.786071	-5.014966	3.095175	0.934305	0.051220	0.000748	-0.352775
36072		-3.934995	-5.721482	2.802065	0.936369	0.055359	-0.004689	-0.346593
36073		0.046487	-5.453726	3.764662	0.938582	0.059117	-0.011346	-0.339764
36074		3.969404	-3.822158	5.444784	0.940802	0.064850	-0.017117	-0.332254
36075		6.857688	-0.252785	7.981361	0.942908	0.074299	-0.020179	-0.324032
36076		8.737584	4.127493	10.883870	0.944468	0.087476	-0.019783	-0.316127
36077		9.723728	6.954911	13.210141	0.945364	0.104396	-0.017671	-0.308345
36078		9.128301	8.560997	13.921518	0.945213	0.123612	-0.015626	-0.301742
36079		4.077024	10.907586	12.501819	0.944473	0.141892	-0.013098	-0.296086
36080		-0.628733	11.367690	9.955116	0.943584	0.156839	-0.011876	-0.291394
36081		-2.361786	9.231839	6.860646	0.942698	0.169454	-0.012141	-0.287155
36082		-3.590770	6.866782	5.112480	0.941873	0.180206	-0.012888	-0.283259
36083		-5.680126	4.777930	4.223142	0.941354	0.188083	-0.013297	-0.279822
36084		-6.968904	2.370706	2.869356	0.941119	0.193230	-0.014045	-0.277055
36085		-6.875361	0.442951	1.833200	0.941093	0.196122	-0.015882	-0.275005
36086		-4.934594	-0.225814	1.853356	0.941341	0.197453	-0.019610	-0.272957
36087		-1.371862	0.699855	2.878685	0.941642	0.198591	-0.025055	-0.270638
36088		2.397851	2.827942	4.823079	0.941939	0.200761	-0.030887	-0.267380
36089		5.459685	5.662704	7.714820	0.942173	0.205383	-0.035377	-0.262441
36090		7.108593	7.403499	11.252937	0.942116	0.213541	-0.037313	-0.255785
36091		7.562203	8.817580	14.131111	0.941070	0.226623	-0.037533	-0.248234
36092		6.832485	12.380647	14.456876	0.939278	0.241326	-0.036560	-0.241211
36093		4.183792	14.468494	12.937527	0.937416	0.253752	-0.034734	-0.235914
36094		0.864935	13.416697	10.997873	0.935846	0.263153	-0.032713	-0.232103
36095		-2.042467	10.989388	9.178158	0.934508	0.270452	-0.030282	-0.229422
36096		-4.784335	9.309675	7.604860	0.933358	0.276324	-0.027533	-0.227440
36097		-6.596622	8.157246	6.063467	0.932316	0.280695	-0.025722	-0.226572
36098		-6.910020	7.115312	4.649131	0.931328	0.283798	-0.025195	-0.226829
36099		-6.087963	6.420084	3.661853	0.930346	0.286202	-0.025436	-0.227811
36100		-5.031796	6.327341	3.196182	0.929495	0.287954	-0.025934	-0.229019
36101		-4.198890	5.882944	3.489617	0.929113	0.287956	-0.026875	-0.230453
36102		-2.793322	5.686124	4.597005	0.929130	0.286400	-0.028704	-0.232095
36103		-0.602267	6.636451	6.276210	0.929496	0.283873	-0.031251	-0.233400
36104		1.675582	8.669447	8.971377	0.930188	0.280975	-0.034215	-0.233735
36105		3.851135	10.081088	12.723193	0.930979	0.278591	-0.036441	-0.233103
36106		6.313791	9.769752	15.378112	0.930945	0.279494	-0.036668	-0.232121
36107		6.864424	11.867726	14.947446	0.930392	0.282472	-0.034433	-0.231074
36108		4.122117	12.200312	12.126858	0.930480	0.282987	-0.030229	-0.230677
36109		0.827252	9.610319	9.642177	0.930834	0.281941	-0.024683	-0.231190
36110		-2.217643	6.414187	7.958907	0.931040	0.280703	-0.018579	-0.232435
36111		-5.051994	4.313211	7.343082	0.930987	0.279549	-0.012873	-0.234414
36112		-6.821721	3.380759	6.974167	0.930884	0.278215	-0.008503	-0.236599
36113		-6.547452	3.632790	6.576501	0.930621	0.277122	-0.006076	-0.238978
36114		-4.726836	4.491078	6.771538	0.930266	0.276377	-0.004456	-0.241248
36115		-3.450963	5.299995	7.254151	0.930126	0.274982	-0.002154	-0.243403
36116		-2.724845	5.727459	8.002520	0.930351	0.272316	0.000786	-0.245540
36117		-1.725332	5.801298	8.712255	0.930860	0.268436	0.003652	-0.247849
36118		0.006783	5.705500	9.636306	0.931581	0.263710	0.005915	-0.250159
36119		1.613235	5.693734	10.746425	0.932465	0.258546	0.008099	-0.252186
36120		2.292047	5.562431	11.200044	0.933367	0.253526	0.010780	-0.253841
36121		2.098079	5.236697	10.483216	0.934165	0.248937	0.013932	-0.255289
36122		1.180427	4.512356	9.061534	0.934742	0.245243	0.017435	-0.256531
36123		-0.077652	3.600423	8.059169	0.934940	0.243048	0.021197	-0.257617
36124		-0.978447	2.769110	7.788650	0.934788	0.242440	0.025162	-0.258383
36125		-1.781522	2.291900	8.015448	0.934324	0.243163	0.029486	-0.258922
36126		-2.353317	2.369626	8.267034	0.933694	0.244731	0.033823	-0.259187
36127		-2.797806	3.252290	8.538236	0.932995	0.246282	0.037942	-0.259664
36128		-2.984254	3.826238	8.352442	0.932409	0.246948	0.041625	-0.260570
36129		-2.980339	3.969565	7.553375	0.931740	0.247259	0.045171	-0.262073
36130		-2.985979	4.363118	7.272671	0.930990	0.247537	0.048801	-0.263821
36131		-2.543209	4.966800	7.825406	0.930307	0.247347	0.052374	-0.265717
36132		-1.413420	5.553558	8.889368	0.929853	0.246377	0.055810	-0.267500
36133		-0.245569	6.003577	9.949895	0.929568	0.244722	0.059346	-0.269244
36134		0.085450	6.421418	10.600522	0.929408	0.242528	0.063154	-0.270910
36135		-0.260329	6.626456	10.510125	0.929247	0.239964	0.066997	-0.272816
36136		-1.105656	5.837890	9.929599	0.928892	0.238088	0.070756	-0.274713
36137		-2.085311	5.163707	9.379448	0.928153	0.237621	0.074366	-0.276657
36138		-2.686102	4.360919	9.027221	0.927158	0.238114	0.077969	-0.278569
36139		-3.067208	3.665195	8.524473	0.925962	0.239097	0.081586	-0.280659
36140		-3.321728	3.582968	8.170838	0.924644	0.240385	0.084952	-0.282899
36141		-3.227890	3.946876	7.822599	0.923181	0.241709	0.088143	-0.285558
36142		-3.097654	4.420444	7.659373	0.921634	0.242960	0.091427	-0.288450
36143		-3.157790	4.975084	7.831192	0.920001	0.243969	0.095173	-0.291580
36144		-3.010394	5.357064	8.061808	0.918524	0.244231	0.099305	-0.294625
36145		-2.402554	5.946515	8.258038	0.917262	0.243551	0.103735	-0.297576
36146		-1.819156	6.504000	8.546251	0.916250	0.241916	0.108542	-0.300301
36147		-1.847915	6.862537	8.818966	0.915332	0.239739	0.113699	-0.302927
36148		-2.472223	7.199396	8.948768	0.914603	0.236946	0.118925	-0.305311
36149		-3.060841	6.978484	8.769763	0.914148	0.233152	0.123937	-0.307592
36150		-3.346209	6.319351	8.408562	0.914051	0.228179	0.128770	-0.309619
36151		-3.233670	5.257147	7.932211	0.914133	0.222154	0.133767	-0.311632
36152		-3.105707	4.022117	7.297464	0.914337	0.215617	0.138981	-0.313339
36153		-3.055559	3.053381	6.810169	0.914425	0.209149	0.144260	-0.315075
36154		-3.309122	2.486252	6.584650	0.914418	0.202977	0.149513	-0.316681
36155		-3.915727	2.036826	6.603842	0.914286	0.196946	0.154805	-0.318321
36156		-4.200891	1.543996	6.435368	0.914150	0.190816	0.159918	-0.319915
36157		-4.205481	0.988059	6.554710	0.913926	0.184669	0.164805	-0.321677
36158		-3.581020	0.726603	7.101965	0.913624	0.178891	0.169624	-0.323290
36159		-1.972073	0.684229	7.688243	0.913107	0.173724	0.174550	-0.324942
36160		-0.096196	1.103198	8.447309	0.912299	0.169469	0.179763	-0.326613
36161		-0.348322	1.622552	9.316699	0.910968	0.166354	0.185749	-0.328575
36162		-2.525271	2.008308	9.990286	0.909381	0.164043	0.192000	-0.330533
36163		-4.704705	1.845253	10.096461	0.907702	0.161948	0.197853	-0.332722
36164		-5.739307	1.491304	9.561026	0.906126	0.159694	0.203032	-0.334979
36165		-5.986384	1.266850	8.475739	0.904547	0.157337	0.207818	-0.337418
36166		-5.860304	1.236813	7.303886	0.902937	0.155168	0.212321	-0.339923
36167		-5.761255	1.260979	6.456700	0.901172	0.153714	0.216484	-0.342631
36168		-5.619133	1.550932	6.233478	0.899472	0.152464	0.220353	-0.345182
36169		-5.460222	1.676827	6.259011	0.897898	0.150527	0.224269	-0.347599
36170		-5.161949	1.343719	6.049161	0.896612	0.147465	0.228193	-0.349669
36171		-5.035448	0.667204	5.709468	0.895560	0.143433	0.232018	-0.351521
36172		-5.331961	0.250303	5.502202	0.894812	0.138788	0.235353	-0.353069
36173		-4.960826	0.635914	5.912555	0.894174	0.133928	0.238099	-0.354717
36174		-2.884233	0.528043	5.935451	0.893408	0.129138	0.241083	-0.356404
36175		-1.650936	0.862018	6.656148	0.892110	0.125408	0.244778	-0.358464
36176		-2.602075	0.968893	7.594135	0.890595	0.122039	0.249016	-0.360468
36177		-4.262016	0.752515	7.910648	0.888953	0.118749	0.253263	-0.362655
36178		-5.733931	0.229132	7.914025	0.887361	0.115303	0.257235	-0.364864
36179		-6.033762	-1.108565	7.724052	0.885803	0.111512	0.260948	-0.367183
36180		-5.648845	-2.893822	7.218548	0.884358	0.108016	0.264402	-0.369235
36181		-5.628335	-3.641739	7.251206	0.883052	0.105284	0.267460	-0.370945
36182		-5.725981	-3.873770	8.054672	0.882137	0.102553	0.270222	-0.371883
36183		-5.489461	-3.963606	8.301886	0.881521	0.099881	0.272497	-0.372411
36184		-5.524995	-3.546244	7.995725	0.881177	0.097278	0.274463	-0.372471
36185		-5.701981	-2.933585	8.233958	0.880991	0.094397	0.276396	-0.372223
36186		-5.345329	-2.570179	8.628641	0.880902	0.091536	0.278222	-0.371786
36187		-4.690137	-2.807074	8.984544	0.880690	0.089412	0.280020	-0.371456
36188		-4.114623	-3.689920	9.605726	0.880132	0.088598	0.282294	-0.371253
36189		-3.918153	-4.217280	10.578716	0.879009	0.089139	0.285564	-0.371282
36190		-4.522826	-2.939377	12.293468	0.877587	0.089918	0.289670	-0.371277
36191		-5.658169	-1.768946	13.253962	0.876221	0.090158	0.293732	-0.371255
36192		-5.668203	-2.141618	12.617131	0.874955	0.090640	0.297257	-0.371319
36193		-5.069660	-3.113822	12.234043	0.873688	0.091410	0.300915	-0.371164
36194		-5.366537	-3.788487	11.967801	0.872452	0.092479	0.304797	-0.370639
36195		-5.916526	-4.595141	11.374121	0.871331	0.093882	0.308432	-0.369915
36196		-4.821143	-6.211457	10.498769	0.870313	0.096897	0.311377	-0.369067
36197		-3.420915	-5.425905	10.345483	0.869212	0.101976	0.313753	-0.368280
36198		-4.690863	-4.904315	9.907546	0.867782	0.109055	0.316152	-0.367572
36199		-6.449789	-3.364227	9.116770	0.866097	0.117493	0.318181	-0.367197
36200		-7.004021	-1.625084	8.414575	0.864200	0.126237	0.319979	-0.367200
36201		-6.808767	-0.706469	7.887569	0.862283	0.134398	0.321666	-0.367335
36202		-6.497642	-1.052388	7.006454	0.860528	0.141862	0.322989	-0.367484
36203		-6.334700	-1.315684	6.036109	0.858960	0.148869	0.323836	-0.367636
36204		-6.354637	-1.717296	5.290000	0.857732	0.155073	0.324236	-0.367585
36205		-6.766234	-2.961092	4.180944	0.856889	0.160804	0.324111	-0.367198
36206		-7.736367	-3.048028	2.923765	0.856377	0.166370	0.323079	-0.366823
36207		-7.272516	-2.785312	1.560189	0.856411	0.171133	0.321044	-0.366338
36208		-7.943764	-3.104074	0.171437	0.856879	0.175488	0.318328	-0.365554
36209		-9.331957	-3.039933	-0.952685	0.858035	0.178882	0.314717	-0.364321
36210		-10.236348	-2.916566	-1.927495	0.859852	0.181516	0.309925	-0.362842
36211		-11.131689	-2.196384	-2.739338	0.862228	0.183829	0.303856	-0.361168
36212		-11.791889	-1.722470	-3.078898	0.864971	0.185983	0.296578	-0.359550
36213		-11.091066	-1.327310	-2.774231	0.868158	0.187494	0.288132	-0.357949
36214		-10.068272	-0.037299	-2.857185	0.871547	0.188419	0.278719	-0.356680
36215		-8.779222	1.833983	-2.057845	0.874965	0.189384	0.268724	-0.355469
36216		-7.773311	3.497739	-0.001859	0.878272	0.190317	0.258500	-0.354393
36217		-7.696262	4.712302	1.130845	0.881576	0.190760	0.248126	-0.353366
36218		-7.703623	6.396096	4.015584	0.884601	0.190562	0.238536	-0.352517
36219		-6.484410	6.253902	5.190039	0.887928	0.188317	0.229586	-0.351298
36220		-4.661833	4.125059	4.538630	0.891433	0.184851	0.220512	-0.350075
36221		-2.967598	2.553400	3.247350	0.895035	0.180695	0.211240	-0.348767
36222		-2.230894	2.381354	2.160053	0.898365	0.177078	0.201211	-0.347993
36223		-2.152439	5.099963	3.935291	0.901140	0.174678	0.191165	-0.347692
36224		-2.063197	8.913043	6.726471	0.903577	0.171753	0.182069	-0.347708
36225		-1.422278	9.833410	7.365457	0.906205	0.166848	0.173582	-0.347596
36226		-1.098813	8.259775	6.610422	0.909009	0.159876	0.165303	-0.347588
36227		-1.460528	5.742804	5.568495	0.911708	0.151718	0.156922	-0.348061
36228		-2.346546	3.888745	5.971007	0.913869	0.143796	0.148501	-0.349446
36229		-2.458146	3.276317	6.845936	0.915530	0.136372	0.139794	-0.351662
36230		-1.581370	3.243836	7.279671	0.916764	0.129565	0.130967	-0.354406
36231		-0.479135	3.827335	7.704878	0.917696	0.123333	0.122249	-0.357320
36232		-0.551833	4.766361	8.028467	0.918447	0.116887	0.114051	-0.360256
36233		-0.658107	3.693793	8.212233	0.918994	0.110052	0.106553	-0.363296
36234		-1.044599	3.858446	8.403733	0.919207	0.104074	0.098887	-0.366673
36235		-1.358327	3.533974	8.611524	0.919284	0.097980	0.091250	-0.370122
36236		-1.896537	3.477862	8.956681	0.919256	0.092140	0.083719	-0.373458
36237		-1.012712	3.566726	9.391207	0.918971	0.085869	0.076071	-0.377268
36238		0.177832	2.185819	9.655435	0.918342	0.078708	0.068922	-0.381710
36239		0.973888	0.633610	10.020028	0.917271	0.072808	0.061709	-0.386658
36240		0.945316	2.384318	11.182089	0.916153	0.067657	0.054128	-0.391353
36241		1.482780	1.552171	11.106111	0.915317	0.059367	0.047852	-0.395450
36242		1.532428	-0.382387	11.293762	0.914497	0.051314	0.042080	-0.399114
36243		2.306023	-0.729063	11.405535	0.913549	0.042948	0.036000	-0.402851
36244		3.607249	-0.579594	11.480802	0.912457	0.034287	0.030278	-0.406609
36245		3.709679	-0.574537	11.428055	0.911315	0.025533	0.025269	-0.410139
36246		3.028942	-0.852879	11.563274	0.910269	0.017338	0.020711	-0.413135
36247		2.987454	-1.379413	11.707417	0.909273	0.009449	0.016472	-0.415766
36248		3.314845	-1.794279	12.407031	0.908225	0.001967	0.012531	-0.418289
36249		3.185268	-2.376858	12.948884	0.907049	-0.005672	0.009384	-0.420882
36250		3.152607	-3.565692	13.272312	0.905950	-0.012647	0.006630	-0.423145
36251		3.339062	-3.594832	13.935619	0.905031	-0.018074	0.004258	-0.424940
36252		3.498188	-5.356633	15.282783	0.904376	-0.022818	0.002706	-0.426118
36253		3.234456	-5.878740	14.976940	0.904095	-0.024676	0.001427	-0.426616
36254		2.926167	-1.475725	16.499622	0.903809	-0.025507	-0.000760	-0.427174
36255		4.709277	-1.783725	16.413119	0.903328	-0.029377	-0.001901	-0.427940
36256		3.837996	-4.602752	14.680822	0.902985	-0.034475	-0.000136	-0.428287
36257		2.081012	-5.536810	15.030578	0.903046	-0.035091	0.000970	-0.428106
36258		1.444806	-3.766669	16.588604	0.903355	-0.031990	-0.000148	-0.427699
36259		1.918389	-2.001819	15.283770	0.903577	-0.030147	-0.001152	-0.427362
36260		1.738462	-1.560922	13.590456	0.903839	-0.028685	-0.001602	-0.426907
36261		1.359859	-0.535824	13.019522	0.904138	-0.026858	-0.002162	-0.426390
36262		1.315243	0.208779	12.351073	0.904440	-0.025596	-0.002541	-0.425826
36263		1.153628	0.409302	11.421480	0.904790	-0.025162	-0.002271	-0.425108
36264		0.831562	0.006510	10.728719	0.905199	-0.025133	-0.001412	-0.424242
36265		0.510597	-0.798488	10.094027	0.905674	-0.024960	-0.000182	-0.423239
36266		0.301037	-1.010702	9.304553	0.906267	-0.024132	0.000941	-0.422015
36267		0.227932	-0.707094	8.944018	0.906958	-0.022957	0.001920	-0.420590
36268		0.186392	-0.949993	9.151520	0.907735	-0.022055	0.002998	-0.418954
36269		0.311974	-2.183061	9.459410	0.908593	-0.021675	0.004294	-0.417097
36270		0.560574	-3.270103	9.440076	0.909609	-0.021727	0.005834	-0.414857
36271		0.395282	-4.095138	9.154613	0.910888	-0.021809	0.007864	-0.412002
36272		-0.318903	-4.548245	8.939975	0.912424	-0.021452	0.009904	-0.408563
36273		-1.099709	-4.257685	8.808538	0.914210	-0.020704	0.010989	-0.404563
36274		-1.564584	-3.767162	8.209589	0.916105	-0.019843	0.010795	-0.400302
36275		-1.207386	-3.366240	6.642612	0.917961	-0.018446	0.009622	-0.396124
36276		-1.138160	-3.658166	6.247590	0.919623	-0.016301	0.008177	-0.392378
36277		-1.866310	-3.721739	7.538367	0.921219	-0.012292	0.005692	-0.388808
36278		-1.780805	-2.743735	8.325019	0.922697	-0.007988	0.002395	-0.385435
36279		-1.218943	-2.070084	8.583915	0.924062	-0.003073	-0.001155	-0.382228
36280		-0.376127	-1.277527	9.948509	0.925296	0.002450	-0.004319	-0.379213
36281		0.051541	-0.351765	11.504393	0.926611	0.007594	-0.006398	-0.375891
36282		0.239179	-0.164046	11.679685	0.927979	0.011980	-0.007768	-0.372359
36283		0.529881	-0.536318	11.282898	0.929417	0.015564	-0.008945	-0.368593
36284		0.644254	-0.985015	10.880310	0.930868	0.018962	-0.010015	-0.364726
36285		0.445084	-1.052364	10.415091	0.932337	0.022379	-0.011184	-0.360725
36286		0.556832	-1.524486	9.970937	0.933816	0.025813	-0.012281	-0.356610
36287		0.594605	-1.411288	9.750971	0.935372	0.029878	-0.013442	-0.352145
36288		0.562713	-0.931811	9.712410	0.936930	0.034113	-0.014544	-0.347545
36289		0.685354	-1.207267	9.296074	0.938461	0.038553	-0.015702	-0.342868
36290		0.926084	-1.552440	9.035176	0.939860	0.043407	-0.017243	-0.338352
36291		1.098868	-1.432960	9.068910	0.941191	0.048734	-0.019064	-0.333799
36292		1.505470	-1.457191	8.553791	0.942394	0.054699	-0.020983	-0.329336
36293		1.793078	-1.272229	8.175831	0.943543	0.061669	-0.022984	-0.324647
36294		1.657375	-0.604793	8.350533	0.944612	0.069445	-0.025115	-0.319774
36295		1.490074	-0.293396	8.180237	0.945612	0.077963	-0.027242	-0.314638
36296		1.364369	-0.060306	7.907651	0.946403	0.087212	-0.029431	-0.309595
36297		1.343593	0.525756	8.054847	0.947100	0.096737	-0.031782	-0.304358
36298		1.380299	1.130300	7.939529	0.947653	0.106262	-0.034166	-0.299158
