// General information: 
//  MT Manager version: 2025.2.0 
//  XDA version: 2025.2.0 build 250509001 rev 1746715332 built on 2025-05-09
// Device information: 
//  DeviceId: 10B41B12
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.14.0
//  Hardware Version: 3.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
36005		12.249513	-10.672847	0.273177	0.781659	-0.106526	-0.576737	0.212217
36006		6.545101	-4.906562	-7.986355	0.783095	-0.106431	-0.573891	0.214671
36007		7.676134	0.044967	-5.614669	0.784042	-0.106902	-0.572307	0.215208
36008		5.257754	-1.432262	-5.167125	0.783920	-0.111100	-0.572677	0.212524
36009		4.632415	-4.545884	-5.453521	0.783285	-0.115820	-0.573719	0.209515
36010		3.696757	-4.887685	-3.367871	0.782451	-0.118878	-0.574830	0.207867
36011		3.295172	-4.043437	2.145996	0.781505	-0.120705	-0.575917	0.207362
36012		5.553948	-2.036619	9.260747	0.780433	-0.121928	-0.577124	0.207331
36013		10.982355	-1.017317	16.075587	0.780207	-0.124302	-0.577469	0.205805
36014		13.798198	-3.417779	18.739015	0.781172	-0.127499	-0.576239	0.203627
36015		13.489098	-6.302735	14.288890	0.782893	-0.130336	-0.573838	0.201991
36016		13.783807	-7.955472	8.202566	0.785232	-0.131269	-0.570477	0.201830
36017		12.063333	-7.880046	4.973692	0.788037	-0.130446	-0.566163	0.203570
36018		10.622307	-6.093011	2.807195	0.790826	-0.129051	-0.561649	0.206135
36019		11.809504	-3.800040	5.648885	0.793938	-0.130251	-0.556441	0.207537
36020		6.557375	-1.640064	-2.223731	0.796357	-0.134753	-0.552182	0.206765
36021		6.078024	0.094432	-5.457615	0.797996	-0.139496	-0.549376	0.204766
36022		4.168092	-1.102487	-7.887063	0.798740	-0.144963	-0.547919	0.201953
36023		3.476239	-2.308065	-6.367884	0.799120	-0.150989	-0.546998	0.198501
36024		3.588726	-3.267269	-4.613898	0.798933	-0.156850	-0.546679	0.195566
36025		3.914156	-5.252789	-2.213252	0.798498	-0.162440	-0.546407	0.193529
36026		4.012307	-6.469623	3.416033	0.798143	-0.166340	-0.545758	0.193512
36027		6.755296	-5.451846	9.770023	0.797936	-0.168463	-0.544763	0.195325
36028		11.529266	-4.966250	16.018759	0.798696	-0.170554	-0.542381	0.197025
36029		14.420552	-4.984174	18.102955	0.800367	-0.173204	-0.538536	0.198473
36030		16.317045	-7.489496	15.344797	0.802796	-0.176367	-0.533456	0.199592
36031		16.416530	-9.011049	11.290826	0.805848	-0.179187	-0.527162	0.201495
36032		14.362712	-7.946365	7.437975	0.808999	-0.182047	-0.520372	0.203941
36033		12.049993	-6.729761	4.647460	0.811642	-0.185963	-0.513992	0.206073
36034		11.975796	-4.675245	5.099270	0.814032	-0.191623	-0.507578	0.207357
36035		10.868832	-2.723240	6.148807	0.817163	-0.202014	-0.498971	0.206066
36036		3.635393	0.512674	-6.282052	0.818780	-0.211883	-0.493041	0.203999
36037		2.427331	0.237083	-5.137138	0.819603	-0.222006	-0.488584	0.200622
36038		1.917804	-1.184685	-6.021629	0.819485	-0.232989	-0.485446	0.196218
36039		1.641168	-3.313517	-5.126449	0.818815	-0.244761	-0.482820	0.191100
36040		1.235233	-6.226721	-4.470318	0.817657	-0.256294	-0.480571	0.186553
36041		1.522650	-9.085198	-3.286995	0.816417	-0.266089	-0.478384	0.183873
36042		1.713633	-10.334132	1.059269	0.815792	-0.272443	-0.475788	0.184077
36043		4.374785	-9.056551	7.441201	0.816074	-0.274690	-0.472755	0.187273
36044		8.368699	-7.141490	12.357231	0.817485	-0.275342	-0.468553	0.190689
36045		11.914558	-7.625544	15.256026	0.819053	-0.277649	-0.463696	0.192482
36046		14.122877	-10.395661	13.177407	0.820315	-0.281776	-0.458644	0.193212
36047		15.141540	-12.980994	10.293540	0.821733	-0.285278	-0.453305	0.194643
36048		13.811879	-12.130642	7.503084	0.823707	-0.286770	-0.447798	0.196844
36049		13.200902	-9.846078	8.467341	0.826263	-0.288549	-0.441301	0.198199
36050		9.950278	-8.301311	7.247071	0.829625	-0.292626	-0.432445	0.197697
36051		4.179389	-3.502459	-3.097440	0.832022	-0.294836	-0.426631	0.196970
36052		2.495825	-4.298196	-1.213906	0.833732	-0.297365	-0.422671	0.194456
36053		0.483310	-5.268978	-3.283700	0.835031	-0.299409	-0.420278	0.190902
36054		-0.289453	-6.587753	-3.698902	0.836509	-0.299944	-0.418606	0.187229
36055		-0.068664	-7.755263	-3.370702	0.838184	-0.298498	-0.417700	0.184049
36056		0.993381	-9.667619	-2.684084	0.839950	-0.295525	-0.417404	0.181444
36057		1.894168	-11.041462	-0.136638	0.842067	-0.290337	-0.417291	0.180266
36058		3.335457	-11.216879	4.702066	0.844561	-0.282637	-0.417240	0.180950
36059		6.178584	-9.676861	8.520266	0.847702	-0.272375	-0.416732	0.183161
36060		9.361263	-6.990228	10.795153	0.850748	-0.263284	-0.416010	0.183970
36061		12.400511	-7.785349	9.522753	0.853043	-0.257401	-0.415456	0.182916
36062		13.876867	-9.404374	8.433675	0.854969	-0.252882	-0.414925	0.181428
36063		13.662324	-8.326134	8.502380	0.857279	-0.247368	-0.413935	0.180387
36064		11.331051	-5.787279	8.636199	0.860059	-0.242178	-0.412081	0.178428
36065		7.709276	-4.514584	6.207616	0.863135	-0.238742	-0.409169	0.174871
36066		3.941391	-3.293314	-1.453906	0.865348	-0.234335	-0.408739	0.170859
36067		3.290959	-5.061561	-2.287286	0.867510	-0.229153	-0.408834	0.166643
36068		1.099913	-5.678777	-2.271366	0.869880	-0.222262	-0.409082	0.162975
36069		-1.031435	-5.333170	-0.080283	0.872552	-0.213064	-0.409315	0.160367
36070		-2.150497	-3.419686	2.132912	0.875459	-0.201609	-0.409507	0.158836
36071		-1.974674	-2.503317	7.143208	0.878414	-0.189191	-0.409580	0.157605
36072		1.888730	-0.729822	9.025942	0.881552	-0.174834	-0.409525	0.156810
36073		6.001992	-1.044248	9.634900	0.884926	-0.160795	-0.408859	0.154551
36074		9.980749	-2.781934	7.414037	0.887897	-0.149064	-0.408161	0.151071
36075		14.244420	-4.957078	5.994043	0.890300	-0.139983	-0.407697	0.146811
36076		16.950085	-7.878450	9.333809	0.892466	-0.131577	-0.406995	0.143341
36077		16.891684	-5.918303	11.855499	0.895391	-0.122470	-0.404355	0.140615
36078		11.940355	-2.640606	9.673135	0.898548	-0.114992	-0.400662	0.137325
36079		8.675935	-1.279665	7.778562	0.901458	-0.110051	-0.396918	0.133111
36080		6.001002	-1.898479	4.149101	0.903461	-0.106986	-0.394796	0.128248
36081		4.787703	-3.413602	1.327101	0.905089	-0.103950	-0.393397	0.123481
36082		2.727176	-4.200480	0.165095	0.906683	-0.098952	-0.391895	0.120634
36083		0.770534	-4.870581	0.815144	0.908403	-0.092296	-0.390012	0.119067
36084		-0.330334	-4.436972	2.374346	0.910183	-0.083344	-0.387730	0.119524
36085		-0.083193	-2.026847	8.080525	0.912060	-0.072857	-0.384880	0.121270
36086		3.596701	3.934134	15.414223	0.914408	-0.062445	-0.380639	0.122772
36087		5.890503	7.507688	14.023679	0.917258	-0.056106	-0.375255	0.121138
36088		10.819666	8.067559	7.398026	0.919940	-0.055262	-0.370556	0.115522
36089		13.899344	0.615232	6.225498	0.922422	-0.060643	-0.365963	0.107380
36090		14.150433	-8.087283	9.235577	0.924405	-0.065156	-0.361750	0.101819
36091		13.207497	-7.560340	11.293970	0.926421	-0.061337	-0.357624	0.100432
36092		11.768551	-2.225593	9.729556	0.928299	-0.052574	-0.354057	0.100697
36093		11.394014	-0.607353	9.400660	0.929892	-0.044079	-0.351011	0.100748
36094		12.145403	-2.391367	10.962472	0.932382	-0.037490	-0.345164	0.100603
36095		7.277159	-1.849352	7.170633	0.935328	-0.031023	-0.337497	0.101467
36096		3.314669	-0.174550	3.623364	0.937174	-0.025092	-0.332432	0.102779
36097		2.763561	-1.664241	2.089546	0.938137	-0.019655	-0.329583	0.104345
36098		2.659237	-2.473177	2.032156	0.938797	-0.012621	-0.327177	0.107037
36099		1.866831	-1.197852	3.118539	0.939304	-0.004306	-0.324691	0.110744
36100		1.310335	0.511246	6.033020	0.939594	0.003926	-0.322436	0.114813
36101		2.294506	3.988487	13.200598	0.939868	0.012007	-0.319878	0.119087
36102		6.146596	11.127250	17.555192	0.941389	0.016015	-0.314673	0.120461
36103		7.943859	10.234972	8.228153	0.943235	0.011716	-0.310557	0.117154
36104		12.078000	2.495531	0.551747	0.944603	0.001966	-0.308804	0.111181
36105		13.975674	-5.669465	5.352907	0.945200	-0.006789	-0.308364	0.107064
36106		12.933623	-6.904357	12.201519	0.945492	-0.009068	-0.307706	0.106209
36107		9.843244	-2.519949	12.429116	0.945710	-0.006880	-0.306936	0.106652
36108		7.259982	-0.507053	10.835406	0.945804	-0.005412	-0.306559	0.106989
36109		5.752778	-2.176025	10.463287	0.945885	-0.005427	-0.306290	0.107042
36110		4.756267	-3.458200	9.634233	0.946205	-0.004745	-0.305027	0.107848
36111		3.664487	-2.409006	7.468501	0.946560	-0.002498	-0.303251	0.109804
36112		4.040441	-1.197652	5.019424	0.946666	-0.000037	-0.302129	0.111992
36113		4.354569	-1.566555	3.755905	0.946494	0.002157	-0.301780	0.114338
36114		4.199346	-1.130926	4.159674	0.946118	0.004418	-0.301947	0.116918
36115		4.283392	0.082675	6.344024	0.945707	0.005903	-0.302239	0.119391
36116		5.033957	2.073939	8.808642	0.945474	0.006327	-0.302169	0.121381
36117		6.676072	3.541969	9.400858	0.945573	0.004070	-0.301723	0.121811
36118		7.837383	3.144731	7.881864	0.945859	-0.000754	-0.301275	0.120765
36119		8.678744	0.924479	8.073263	0.946075	-0.007104	-0.301291	0.118806
36120		8.578535	-1.272695	9.407104	0.946167	-0.012817	-0.301512	0.117022
36121		7.168222	-2.593472	10.695685	0.946228	-0.016577	-0.301609	0.115797
36122		6.046537	-2.975730	11.026282	0.946296	-0.018298	-0.301495	0.115286
36123		5.337385	-3.025420	10.028331	0.946430	-0.018397	-0.301033	0.115370
36124		5.128441	-3.153234	8.219643	0.946583	-0.017066	-0.300376	0.116032
36125		5.696830	-3.039603	6.748796	0.946650	-0.014274	-0.299791	0.117372
36126		6.155990	-2.490437	5.396349	0.946595	-0.010754	-0.299406	0.119156
36127		5.528641	-2.394171	3.980935	0.946367	-0.007338	-0.299450	0.121100
36128		4.439476	-2.473011	4.312548	0.945952	-0.004003	-0.299909	0.123338
36129		4.236799	-1.494147	7.000831	0.945454	-0.000811	-0.300455	0.125866
36130		4.947053	0.819083	9.750241	0.945072	0.001678	-0.300604	0.128345
36131		6.580925	2.940992	10.484723	0.944981	0.002512	-0.300179	0.129987
36132		7.490629	3.183923	8.366811	0.945078	0.000635	-0.299818	0.130139
36133		8.220432	0.362114	7.376268	0.945088	-0.003222	-0.300085	0.129413
36134		8.113514	-1.733148	9.027269	0.945010	-0.006343	-0.300337	0.129284
36135		7.356809	-1.848934	9.868633	0.944916	-0.008009	-0.300343	0.129858
36136		7.092949	-1.436469	9.237396	0.944828	-0.008543	-0.300196	0.130806
36137		7.068700	-1.431635	8.331653	0.944710	-0.008342	-0.300032	0.132038
36138		7.414038	-1.425219	7.996051	0.944598	-0.007384	-0.299677	0.133693
36139		6.971467	-0.977257	7.486334	0.944536	-0.005897	-0.298946	0.135827
36140		6.471286	-0.477932	6.631326	0.944325	-0.004054	-0.298502	0.138314
36141		5.980231	-0.415046	6.183382	0.943973	-0.002419	-0.298442	0.140863
36142		5.548452	-0.666957	7.011195	0.943481	-0.000914	-0.298712	0.143579
36143		5.785158	0.026333	9.401120	0.943025	0.000448	-0.298800	0.146361
36144		6.437787	1.234441	10.833053	0.942775	0.001202	-0.298357	0.148849
36145		6.900646	2.273019	9.660652	0.942692	0.000190	-0.297809	0.150473
36146		6.955654	1.275854	7.203828	0.942638	-0.003221	-0.297628	0.151134
36147		6.477273	-1.474653	6.653208	0.942458	-0.007875	-0.297908	0.151533
36148		6.000913	-3.111519	6.369384	0.942126	-0.012156	-0.298377	0.152390
36149		6.033326	-3.325447	6.309024	0.941651	-0.015543	-0.298940	0.153907
36150		6.177724	-2.572158	6.127722	0.941145	-0.018335	-0.299289	0.156002
36151		5.984156	-1.582624	5.665110	0.940668	-0.021249	-0.299434	0.158214
36152		5.555723	-0.812730	5.362025	0.940130	-0.024655	-0.299739	0.160323
36153		4.982593	-1.049034	4.445957	0.939468	-0.028709	-0.300402	0.162281
36154		4.417079	-1.984841	2.829352	0.938557	-0.033049	-0.301707	0.164292
36155		4.033036	-3.041296	1.598246	0.937416	-0.036841	-0.303506	0.166670
36156		3.314908	-3.199075	2.425680	0.936054	-0.040071	-0.305754	0.169446
36157		3.918387	-2.747846	7.124239	0.934331	-0.042344	-0.308633	0.173141
36158		6.637135	-0.263217	14.374409	0.932909	-0.044164	-0.310353	0.177231
36159		8.237636	3.365611	17.198227	0.932181	-0.046761	-0.310285	0.180486
36160		8.493265	4.243177	14.500348	0.931943	-0.053092	-0.309539	0.181244
36161		7.715533	-0.157698	9.865151	0.931695	-0.062416	-0.309022	0.180428
36162		6.575690	-4.691719	6.280360	0.931326	-0.070570	-0.308551	0.180131
36163		6.058432	-5.969637	4.538500	0.930825	-0.075067	-0.308237	0.181436
36164		6.017177	-4.853786	4.346471	0.930204	-0.076139	-0.308126	0.184344
36165		6.100209	-2.886512	4.513774	0.929596	-0.075890	-0.307903	0.187852
36166		4.945465	-1.778135	4.570809	0.928888	-0.076148	-0.307863	0.191285
36167		4.142263	-2.057869	4.445398	0.927989	-0.077709	-0.308228	0.194405
36168		2.798427	-3.575034	3.018269	0.926812	-0.080400	-0.309155	0.197428
36169		2.250638	-5.120495	1.350985	0.925199	-0.082773	-0.311077	0.200965
36170		1.997241	-5.354098	1.295500	0.923311	-0.084018	-0.313553	0.205237
36171		1.645911	-4.524520	3.289561	0.921203	-0.084261	-0.316447	0.210109
36172		2.078932	-2.831310	7.288690	0.918827	-0.083899	-0.319648	0.215737
36173		5.099354	-0.663698	12.887330	0.916670	-0.083822	-0.321891	0.221532
36174		6.047699	1.566585	15.101383	0.915205	-0.085385	-0.322519	0.226031
36175		6.898942	1.069123	13.081928	0.914106	-0.090372	-0.322568	0.228458
36176		7.331331	-1.717212	10.607594	0.913221	-0.097582	-0.321977	0.229859
36177		7.276429	-3.685597	9.444931	0.913048	-0.105368	-0.319037	0.231207
36178		3.685464	-3.486821	4.490387	0.912912	-0.111947	-0.315770	0.233128
36179		2.839240	-1.893249	1.157027	0.912056	-0.116836	-0.314720	0.235486
36180		2.674828	-1.409777	2.114058	0.911009	-0.120974	-0.314579	0.237632
36181		2.319725	-2.138365	2.290966	0.909814	-0.124535	-0.315350	0.239340
36182		2.725599	-3.883694	1.864496	0.908632	-0.126813	-0.316581	0.241003
36183		2.743765	-5.827319	1.575288	0.907442	-0.127270	-0.318254	0.243034
36184		2.531632	-7.420328	1.531447	0.906114	-0.125345	-0.320609	0.245877
36185		2.874675	-8.021762	2.736867	0.904506	-0.120767	-0.323713	0.249988
36186		3.910378	-7.331532	5.120946	0.902556	-0.114257	-0.327459	0.255163
36187		5.574650	-6.327269	7.806625	0.900418	-0.107277	-0.331515	0.260453
36188		6.850981	-5.514535	9.021018	0.898320	-0.101102	-0.335521	0.265001
36189		8.113768	-4.874470	9.403775	0.896307	-0.097096	-0.339549	0.268165
36190		9.057909	-4.902681	9.188997	0.894325	-0.096185	-0.343763	0.269739
36191		9.344123	-6.157032	8.149483	0.892374	-0.097673	-0.347935	0.270316
36192		8.704806	-6.832083	6.470342	0.890393	-0.098946	-0.352213	0.270843
36193		9.086961	-6.349406	5.333180	0.888356	-0.098485	-0.356731	0.271784
36194		9.184893	-4.895369	4.243070	0.886360	-0.096035	-0.361377	0.273039
36195		8.387774	-3.075359	3.563224	0.884331	-0.092168	-0.366446	0.274192
36196		8.506993	-2.244500	2.797017	0.882179	-0.087471	-0.372282	0.274801
36197		9.299711	-1.853034	2.416200	0.879851	-0.082208	-0.379038	0.274654
36198		9.734766	-2.288729	2.317798	0.877354	-0.076546	-0.386527	0.273839
36199		9.305951	-2.458304	1.710269	0.874538	-0.070585	-0.394834	0.272594
36200		8.413705	-2.959296	2.037643	0.871413	-0.064600	-0.403754	0.271014
36201		7.274740	-3.310788	1.743863	0.867892	-0.058536	-0.413255	0.269363
36202		6.989460	-3.325323	2.260353	0.864031	-0.052642	-0.423258	0.267455
36203		5.785290	-3.236267	2.620036	0.859741	-0.047141	-0.433863	0.265302
36204		5.136083	-2.857082	3.427450	0.855129	-0.042353	-0.444922	0.262688
36205		4.310716	-2.551728	4.022397	0.850201	-0.038481	-0.456399	0.259571
36206		3.543546	-1.833468	5.030643	0.845110	-0.035589	-0.468046	0.255843
36207		2.447170	-0.933324	6.808884	0.839845	-0.033780	-0.479949	0.251331
36208		0.937018	-0.142271	8.479989	0.834599	-0.032865	-0.491836	0.245889
36209		-0.128838	0.514482	10.516547	0.829448	-0.032781	-0.503613	0.239406
36210		-1.319123	0.931709	11.887609	0.824535	-0.033412	-0.514891	0.232189
36211		-1.780238	1.107710	12.536612	0.819792	-0.034798	-0.525831	0.224125
36212		-1.698994	0.461043	11.857935	0.815065	-0.036430	-0.536433	0.215828
36213		-0.792208	0.882371	14.532519	0.810265	-0.037808	-0.546771	0.207562
36214		0.929001	-1.143262	18.027253	0.806025	-0.039099	-0.555732	0.199893
36215		2.216709	-2.226822	20.585161	0.802513	-0.040034	-0.562978	0.193460
36216		3.147620	-2.373753	19.097337	0.799972	-0.040199	-0.568166	0.188721
36217		3.296705	-2.495232	10.181811	0.797864	-0.039965	-0.572267	0.185275
36218		5.606242	-1.022798	-0.053951	0.795144	-0.039466	-0.577031	0.182270
36219		9.297747	-1.170917	-7.546048	0.791626	-0.040256	-0.583068	0.178154
36220		9.645109	-4.942405	-7.001244	0.787484	-0.042449	-0.589590	0.174501
36221		8.180915	-3.377048	-2.043191	0.782738	-0.042524	-0.596004	0.174045
36222		6.793054	1.589271	6.066409	0.778320	-0.042645	-0.601701	0.174229
36223		5.995792	4.457849	11.010482	0.774657	-0.045720	-0.606753	0.172245
36224		8.436383	2.338003	11.169172	0.771872	-0.052884	-0.611255	0.166688
36225		9.905131	-2.367887	8.554050	0.770006	-0.062080	-0.614515	0.160021
36226		8.676241	-5.149539	6.082566	0.768675	-0.069867	-0.616458	0.155680
36227		7.457897	-4.480302	3.569616	0.767627	-0.075106	-0.617460	0.154439
36228		7.690173	-2.794240	1.985498	0.766748	-0.079004	-0.617858	0.155265
36229		8.903102	-1.869374	1.560179	0.766039	-0.082739	-0.617846	0.156857
36230		9.826479	-2.044304	1.807836	0.765400	-0.086579	-0.617628	0.158751
36231		10.237441	-2.698875	2.559282	0.764929	-0.090256	-0.617060	0.161164
36232		9.750506	-3.159073	2.600775	0.764545	-0.093607	-0.616212	0.164291
36233		9.876011	-3.477863	2.745364	0.764316	-0.096608	-0.615006	0.168092
36234		9.706800	-3.870319	3.467857	0.764249	-0.099440	-0.613405	0.172535
36235		9.688461	-4.488560	4.068400	0.764280	-0.102276	-0.611444	0.177629
36236		9.947345	-4.805772	4.067945	0.764618	-0.104950	-0.608852	0.183421
36237		10.659939	-4.356829	5.021859	0.765341	-0.107658	-0.605583	0.189555
36238		11.006008	-3.863573	5.786191	0.766627	-0.111085	-0.601499	0.195299
36239		11.088584	-3.908023	5.538378	0.768308	-0.115614	-0.596868	0.200211
36240		11.299633	-4.498203	5.582478	0.770376	-0.121200	-0.591738	0.204151
36241		11.040595	-5.117586	5.185036	0.772885	-0.127538	-0.586063	0.207155
36242		10.861513	-5.844664	4.571718	0.775738	-0.134524	-0.579930	0.209321
36243		10.583554	-7.070192	3.967685	0.778768	-0.142150	-0.573507	0.210722
36244		10.619036	-8.536521	3.524726	0.781887	-0.150292	-0.566840	0.211560
36245		10.416906	-9.571123	3.072916	0.785079	-0.158569	-0.559819	0.212388
36246		10.618466	-9.825450	2.682976	0.788153	-0.167057	-0.552690	0.213167
36247		10.674861	-9.695755	2.388693	0.791174	-0.175940	-0.545321	0.213806
36248		10.706217	-9.026322	1.746759	0.793864	-0.185438	-0.538149	0.213985
36249		11.193483	-8.546125	1.488984	0.796224	-0.195682	-0.531177	0.213512
36250		11.392710	-8.326730	1.362453	0.798211	-0.206324	-0.524505	0.212565
36251		12.014619	-7.907566	1.900439	0.799925	-0.216767	-0.518123	0.211375
36252		12.391622	-7.420774	2.122691	0.801481	-0.226531	-0.512066	0.209999
36253		12.800405	-7.016642	1.745709	0.802875	-0.235381	-0.506462	0.208526
36254		13.217572	-7.120104	1.819020	0.804183	-0.243062	-0.501387	0.206936
36255		12.859954	-7.405171	1.829472	0.805543	-0.249080	-0.496793	0.205561
36256		12.403693	-7.603967	1.575662	0.807056	-0.252962	-0.492710	0.204716
36257		12.119311	-7.447009	1.396671	0.808792	-0.254675	-0.489056	0.204500
36258		11.649455	-6.860926	1.021013	0.810726	-0.254622	-0.485782	0.204711
36259		10.882785	-6.160127	0.790857	0.812633	-0.253371	-0.483104	0.205039
36260		10.291655	-5.881305	0.946062	0.814398	-0.251532	-0.481070	0.205083
36261		9.271970	-6.042060	0.862831	0.815879	-0.249489	-0.479746	0.204793
36262		8.609110	-6.365656	0.605996	0.816979	-0.247485	-0.479145	0.204244
36263		8.080362	-6.567045	0.624097	0.817775	-0.245472	-0.479101	0.203593
36264		7.553512	-6.160073	0.661540	0.818304	-0.243502	-0.479509	0.202870
36265		6.955028	-5.306419	1.142079	0.818571	-0.241743	-0.480341	0.201927
36266		6.151783	-5.290151	1.762987	0.818609	-0.240322	-0.481545	0.200598
36267		5.421882	-5.719252	1.181887	0.818417	-0.238821	-0.483164	0.199277
36268		5.383428	-5.496140	0.866204	0.818119	-0.236692	-0.485121	0.198282
36269		5.096625	-4.911144	0.927707	0.817813	-0.233984	-0.487335	0.197327
36270		4.652377	-5.087476	0.809440	0.817442	-0.230758	-0.489982	0.196104
36271		4.730509	-5.941998	0.778979	0.816968	-0.226702	-0.493139	0.194896
36272		5.004716	-6.478797	0.596750	0.816515	-0.221400	-0.496586	0.194133
36273		5.304908	-6.392318	0.449268	0.815998	-0.214964	-0.500314	0.193971
36274		6.062569	-5.288608	3.552963	0.815372	-0.208158	-0.504207	0.193945
36275		5.875530	-5.333743	10.424262	0.815136	-0.202223	-0.507152	0.193537
36276		2.033575	-5.718367	9.954599	0.815229	-0.195979	-0.509381	0.193714
36277		3.724494	-4.664506	11.567117	0.815304	-0.190266	-0.511580	0.193296
36278		4.648303	-5.021862	14.195645	0.816231	-0.185449	-0.512341	0.192047
36279		5.133601	-5.271806	11.159411	0.817605	-0.181789	-0.512275	0.189866
36280		6.671506	-6.726068	6.115234	0.819057	-0.178907	-0.511963	0.187169
36281		7.954672	-7.374225	2.712078	0.820508	-0.175758	-0.511608	0.184748
36282		8.898064	-7.158892	2.630640	0.821980	-0.171992	-0.511262	0.182701
36283		8.810299	-6.356410	3.544165	0.823425	-0.167715	-0.510926	0.181102
36284		8.332232	-4.595568	4.009601	0.824728	-0.163249	-0.510856	0.179441
36285		8.242985	-3.535412	5.603627	0.825945	-0.159289	-0.510955	0.177106
36286		7.653111	-3.329466	6.449324	0.827245	-0.155886	-0.511013	0.173871
36287		7.117900	-4.264281	5.977730	0.828643	-0.152479	-0.510960	0.170355
36288		7.429222	-4.225444	5.543333	0.830241	-0.148330	-0.510718	0.166932
36289		7.585930	-4.101737	5.991900	0.832146	-0.143688	-0.510039	0.163546
36290		7.479495	-3.737715	5.613387	0.834313	-0.138595	-0.508993	0.160125
36291		7.731925	-3.429229	5.382210	0.836647	-0.133357	-0.507668	0.156559
36292		7.764112	-3.358139	5.070867	0.839151	-0.128034	-0.506079	0.152702
36293		7.792244	-3.642325	4.633188	0.841740	-0.122557	-0.504326	0.148692
36294		7.719103	-3.903569	4.591016	0.844423	-0.116637	-0.502366	0.144822
36295		7.634566	-4.008321	4.435330	0.847140	-0.110307	-0.500252	0.141188
